"sample","pop","count"
"2025_08_07_AB_06-INF155-00_PPD (Unmixed).fcs","root",2221632
"2025_08_07_AB_06-INF155-00_PPD (Unmixed).fcs","/singletsFSC",2004398
"2025_08_07_AB_06-INF155-00_PPD (Unmixed).fcs","/singletsFSC/singletsSSC",1728584
"2025_08_07_AB_06-INF155-00_PPD (Unmixed).fcs","/singletsFSC/singletsSSC/singletsSSCB",1609792
"2025_08_07_AB_06-INF155-00_PPD (Unmixed).fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45",1262810
"2025_08_07_AB_06-INF155-00_PPD (Unmixed).fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes",1141934
"2025_08_07_AB_06-INF155-00_PPD (Unmixed).fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris",1116703
"2025_08_07_AB_06-INF155-00_PPD (Unmixed).fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes",962370
"2025_08_07_AB_06-INF155-00_PPD (Unmixed).fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live",892618
"2025_08_07_AB_06-INF155-00_PPD (Unmixed).fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump+",256271
"2025_08_07_AB_06-INF155-00_PPD (Unmixed).fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-",636347
"2025_08_07_AB_06-INF155-00_PPD (Unmixed).fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells",412907
"2025_08_07_AB_06-INF155-00_PPD (Unmixed).fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2+",4134
"2025_08_07_AB_06-INF155-00_PPD (Unmixed).fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-",408773
"2025_08_07_AB_06-INF155-00_PPD (Unmixed).fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2+",4607
