"sample","pop","count"
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","root",2098368
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC",1894070
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC",1666179
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB",1537396
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45",915203
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes",807241
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris",789605
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes",587573
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live",530025
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump+",123925
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-",406100
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells",164771
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2+",1338
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-",163433
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2+",2386
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-",161047
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4+",104484
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-",56563
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-/CD8+",45062
"2025_07_26_AB_02-INF052-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-/CD8-",11501
"2025_07_26_AB_02-INF100-00_Ctrl.fcs","root",2020184
"2025_07_26_AB_02-INF100-00_Ctrl.fcs","/singletsFSC",1791890
"2025_07_26_AB_02-INF100-00_Ctrl.fcs","/singletsFSC/singletsSSC",1697083
"2025_07_26_AB_02-INF100-00_Ctrl.fcs","/singletsFSC/singletsSSC/singletsSSCB",1579098
