"name","Date","CurrentConcentration","TotalVolume","TotalCells","DesiredConcentration","NeededVolume","IncreaseVolumeML","SpinDown","TubeMaxML","TotalTubes"
"INF134_00","28-Jul-2025",9500000,1,"9.5e+06","6e+06","1.6","0.58",FALSE,1,"1.6"
"INF134_04_01","28-Jul-2025",1.1e+07,0.5,"5.5e+06","6e+06","0.92","0.42",FALSE,1,"0.92"
"INF134_04_02","28-Jul-2025",8900000,0.5,"4.4e+06","6e+06","0.73","0.23",FALSE,1,"0.73"
"INF134_09_01","28-Jul-2025",3600000,0.5,"1.8e+06","6e+06","0.3","-0.2",TRUE,1,"0.3"
"Spin_INF134_09_01","28-Jul-2025",NA,NA,"1.8e+06","6e+06","0.3","0.3",FALSE,1,"0.3"
"INF134_09_02","28-Jul-2025",3900000,0.5,"2e+06","6e+06","0.33","-0.17",TRUE,1,"0.33"
"Spin_INF134_09_02","28-Jul-2025",NA,NA,"2e+06","6e+06","0.33","0.33",FALSE,1,"0.33"
"INF148_00","28-Jul-2025",1.6e+07,1,"1.6e+07","6e+06","2.7","1.7",FALSE,1,"2.7"
"INF148_04_01","28-Jul-2025",1500000,0.5,"7.5e+05","6e+06","0.12","-0.38",TRUE,1,"0.12"
"Spin_INF148_04_01","28-Jul-2025",NA,NA,"7.5e+05","6e+06","0.12","0.12",FALSE,1,"0.12"
"INF148_04_02","28-Jul-2025",2e+06,0.5,"1e+06","6e+06","0.17","-0.33",TRUE,1,"0.17"
"Spin_INF148_04_02","28-Jul-2025",NA,NA,"1e+06","6e+06","0.17","0.17",FALSE,1,"0.17"
"INF148_09_01","28-Jul-2025",5600000,0.5,"2.8e+06","6e+06","0.47","-0.033",TRUE,1,"0.47"
"Spin_INF148_09_01","28-Jul-2025",NA,NA,"2.8e+06","6e+06","0.47","0.47",FALSE,1,"0.47"
"INF148_09_02","28-Jul-2025",4100000,0.5,"2e+06","6e+06","0.33","-0.17",TRUE,1,"0.33"
"Spin_INF148_09_02","28-Jul-2025",NA,NA,"2e+06","6e+06","0.33","0.33",FALSE,1,"0.33"
"INF191_00","28-Jul-2025",1.5e+07,1,"1.5e+07","6e+06","2.5","1.5",FALSE,1,"2.5"
"INF191_04_01","28-Jul-2025",5600000,0.5,"2.8e+06","6e+06","0.47","-0.033",TRUE,1,"0.47"
"Spin_INF191_04_01","28-Jul-2025",NA,NA,"2.8e+06","6e+06","0.47","0.47",FALSE,1,"0.47"
"INF191_04_02","28-Jul-2025",4700000,0.5,"2.4e+06","6e+06","0.4","-0.1",TRUE,1,"0.4"
"Spin_INF191_04_02","28-Jul-2025",NA,NA,"2.4e+06","6e+06","0.4","0.4",FALSE,1,"0.4"
"INF191_09_01","28-Jul-2025",7900000,0.5,"4e+06","6e+06","0.67","0.17",FALSE,1,"0.67"
"INF191_09_02","28-Jul-2025",1.9e+07,0.5,"9.5e+06","6e+06","1.6","1.1",FALSE,1,"1.6"
"ND006_03","28-Jul-2025",9400000,1,"9.4e+06","6e+06","1.6","0.57",FALSE,1,"1.6"
"ND050_03","28-Jul-2025",7700000,1,"7.7e+06","6e+06","1.3","0.28",FALSE,1,"1.3"
"NY068_03","28-Jul-2025",1.8e+07,1,"1.8e+07","6e+06","3","2",FALSE,1,"3"
