"sample","pop","count"
"2025_07_29_AB_03-INF134-00_SEB.fcs","root",1193160
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC",1079791
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC",959139
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB",869331
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45",680674
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes",548509
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris",538758
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes",380885
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live",335551
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump+",62726
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-",272825
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells",132506
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2+",1087
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-",131419
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2+",2044
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-",129375
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4+",83771
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-",45604
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-/CD8+",34721
"2025_07_29_AB_03-INF134-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-/CD8-",10883
"2025_07_29_AB_03-INF134-04_SEB.fcs","root",1291352
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC",1157622
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC",964426
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB",923312
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45",907293
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes",887218
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris",867468
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes",671899
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live",632794
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump+",227914
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-",404880
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells",336815
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2+",3317
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-",333498
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2+",6090
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-",327408
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4+",202106
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-",125302
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-/CD8+",102659
"2025_07_29_AB_03-INF134-04_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-/CD8-",22643
"2025_07_29_AB_03-INF148-00_SEB.fcs","root",2042880
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC",1841683
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC",1602125
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB",1513482
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45",1029390
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes",928390
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris",913116
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes",674787
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live",586662
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump+",150006
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-",436656
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells",258231
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2+",960
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-",257271
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2+",2824
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-",254447
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4+",170281
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-",84166
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-/CD8+",65966
"2025_07_29_AB_03-INF148-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-/CD8-",18200
"2025_07_29_AB_03-INF191-00_SEB.fcs","root",1956304
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC",1772838
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC",1558215
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB",1448120
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45",724947
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes",633976
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris",622527
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes",423955
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live",344947
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump+",86938
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-",258009
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells",65249
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2+",2156
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-",63093
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2+",974
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-",62119
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4+",30274
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-",31845
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-/CD8+",23819
"2025_07_29_AB_03-INF191-00_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-/CD8-",8026
"2025_07_29_AB_03-INF191-09_SEB.fcs","root",1814944
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC",1620273
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC",1311159
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB",1239312
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45",1184775
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes",1129601
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris",1109777
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes",823331
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live",754249
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump+",338674
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-",415575
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells",311704
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2+",7326
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-",304378
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2+",2817
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-",301561
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4+",171185
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-",130376
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-/CD8+",84735
"2025_07_29_AB_03-INF191-09_SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-/CD8-",45641
"2025_07_29_AB_03-NY068_03-SEB.fcs","root",1003896
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC",892300
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC",736264
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB",695451
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45",686446
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes",633303
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris",628891
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes",504053
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live",488908
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump+",36739
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-",452169
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells",361575
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2+",5972
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-",355603
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2+",29356
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-",326247
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4+",224586
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-",101661
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-/CD8+",95795
"2025_07_29_AB_03-NY068_03-SEB.fcs","/singletsFSC/singletsSSC/singletsSSCB/CD45/NotMonocytes/nonDebris/lymphocytes/live/Dump-/Tcells/Vd2-/Va7.2-/CD4-/CD8-",5866
